Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score
578,The Polar Express,Chris Van Allsburg,4.32,"242,755","First published October 28, 1985","Late one Christmas Eve after the town has gone to sleep, the boy boards the mysterious train that waits for him: the Polar Express bound for the North Pole. When he arrives, Santa offers the boy any gift he desires. The boy modestly asks for one bell from the harness of the reindeer. The gift is granted. On the way home the bell is lost. On Christmas morning, the boy finds the bell under the tree. The mother of the boy admires the bell, but laments that it is broken—for you see, only believers can hear the sound of the bell.","4,178",32,Hardcover,"17,923"
585,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.10,"404,728","First published May 4, 2010","Since his mother's death six years ago, Carter Kane has been living out of a suitcase, traveling the globe with his father, the brilliant Egyptologist, Dr. Julius Kane. But while Carter's been homeschooled, his younger sister, Sadie, has been living with their grandparents in London. Sadie has just what Carter wants—school friends and a chance at a ""normal"" life. But Carter has just what Sadie longs for—time with their father. After six years of living apart, the siblings have almost nothing in common. Until now.","16,548",528,Hardcover,"17,502"
581,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.22,"206,210","First published January 14, 1909","When twelve-year-old Anne Shirley came to Avonlea, she quickly won everyone’s heart. Now, she’s five years older, almost a woman, and about to embark on a new adventure: becoming the teacher in her old Avonlea school. It’s an exciting year as Anne struggles to win over all her students, welcomes two new members to her family, and feels the first stirrings of love.","10,274",276,Mass Market Paperback,"17,636"
574,"Cry, the Beloved Country",Alan Paton,3.92,"75,986","First published February 1, 1948",", the most famous and important novel in South Africa’s history, was an immediate worldwide bestseller in 1948. Alan Paton’s impassioned novel about a black man’s country under white man’s law is a work of searing beauty.","4,935",316,Hardcover,"18,102"
584,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.35,"765,865","First published November 19, 2019","Power is much easier to acquire than it is to hold onto. Jude learned this lesson when she released her control over the wicked king, Cardan, in exchange for immeasurable power. ","75,042",321,ebook,"17,507"
575,"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,"142,065","First published January 1, 1945"," is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.","8,037",181,Paperback,"18,076"
571,"Torment (Fallen, #2)",Lauren Kate,3.84,"238,007","First published September 28, 2010",Hell on earth.,"8,629",452,Hardcover,"18,131"
579,Sarah's Key,Tatiana de Rosnay,4.18,"480,857","First published September 1, 2006","Paris, July 1942: Ten-year-old Sarah is brutally arrested with her family in the Vel' d'Hiv' roundup, the most notorious act of French collaboration with the Nazis. but before the police come to take them, Sarah locks her younger brother, Michel, in their favorite hiding place, a cupboard in the family's apartment. She keeps the key, thinking that she will be back within a few hours.","31,577",294,Hardcover,"17,880"
577,Are You My Mother?,P.D. Eastman,4.21,"246,135","First published June 12, 1960","ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".","2,840",64,Paperback,"17,954"
568,Far From the Madding Crowd,Thomas Hardy,3.96,"156,746","First published January 1, 1874","Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area. Her bold presence draws three very different suitors: the gentleman-farmer Boldwood, soldier-seducer Sergeant Troy and the devoted shepherd Gabriel Oak. Each, in contrasting ways, unsettles her decisions and complicates her life, and tragedy ensues, threatening the stability of the whole community. The first of his works set in the fictional county of Wessex, Hardy's novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes, and with unflinching honesty about sexual relationships.","8,639",433,Paperback,"18,363"
576,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.80,"223,886","First published December 9, 2003","In this debut gothic novel mysterious visions, dark family secrets and a long-lost diary thrust Gemma and her classmates back into the horrors that followed her from India. (Ages 12+)","10,613",403,Hardcover,"17,988"
565,Vanity Fair,William Makepeace Thackeray,3.80,"129,599","First published January 1, 1847","A novel that chronicles the lives of two women who could not be more different: Becky Sharp, an orphan whose only resources are her vast ambitions, her native wit, and her loose morals; and her schoolmate Amelia Sedley, a typically naive Victorian heroine, the pampered daughter of a wealthy family.","4,634",867,Paperback,"18,569"
569,"Bared to You (Crossfire, #1)",Sylvia Day,4.14,"534,511","First published April 3, 2012","Gideon Cross came into my life like lightning in the darkness. He was beautiful and brilliant, jagged and white-hot. I was drawn to him as I'd never been to anything or anyone in my life. I craved his touch like a drug, even knowing it would weaken me. I was flawed and damaged, and he opened those cracks in me so easily.","21,729",352,Paperback,"18,269"
570,A Monster Calls,Patrick Ness,4.35,"271,870","First published May 5, 2011","Conor has the same dream every night, ever since his mother first fell ill, ever since she started the treatments that don't quite seem to be working. But tonight is different. Tonight, when he wakes, there's a visitor at his window. It's ancient, elemental, a force of nature. And it wants the most dangerous thing of all from Conor. It wants the truth. ","42,560",237,Paperback,"18,135"
573,Much Ado About Nothing,William Shakespeare,4.06,"248,433","First published January 1, 1598",In ,"6,250",249,Paperback,"18,117"
563,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.17,"319,620","First published April 28, 1968","On the Moon, an enigma is uncovered.","8,972",297,Paperback,"18,670"
572,"The Wicked King (The Folk of the Air, #2)",Holly Black,4.29,"850,806","First published January 8, 2019","After the jaw-dropping revelation that Oak is the heir to Faerie, Jude must keep her brother safe. To do so, she has bound the wicked king, Cardan, to her, and made herself the power behind the throne. Navigating the constantly shifting political alliances of Faerie would be difficult enough if Cardan were easy to control. But he does everything in his power to humiliate and undermine her even as his fascination with her remains undiminished.","79,990",336,ebook,"18,121"
566,The Left Hand of Darkness,Ursula K. Le Guin,4.10,"191,693","First published January 1, 1969","A groundbreaking work of science fiction, ","16,870",304,Paperback,"18,546"
567,Macbeth,William Shakespeare,3.89,"926,937","First published January 1, 1623","One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, madness, and murder.","21,910",249,Mass Market Paperback,"18,461"
559,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.20,"187,566","First published August 23, 2011","I wasn't free of my past, not yet.","9,019",432,Hardcover,"18,799"
564,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.93,"994,862","First published June 5, 2012",▶ ,"87,615",358,Hardcover,"18,635"
555,"Unwind (Unwind, #1)",Neal Shusterman,4.17,"235,400","First published November 6, 2007","The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.","23,114",337,Hardcover,"19,354"
562,Johnny Got His Gun,Dalton Trumbo,4.20,"45,115","First published September 3, 1939","This was no ordinary war. This was a war to make the world safe for democracy. And if democracy was made safe, then nothing else mattered - not the millions of dead bodies, nor the thousands of ruined lives... ","3,385",309,Paperback,"18,671"
553,Of Human Bondage,W. Somerset Maugham,4.15,"58,299","First published January 1, 1915","From a tormented orphan with a clubfoot, Philip Carey grows into an impressionable young man with a voracious appetite for adventure and knowledge. His cravings take him to Paris at age eighteen to try his hand at art, then back to London to study medicine. But even so, nothing can sate his nagging hunger for experience. Then he falls obsessively in love, embarking on a disastrous relationship that will change his life forever.…","4,204",684,Mass Market Paperback,"19,443"
